"product_id","product_name","price","battery_life","weight","cleaning_mode","warranty_years","stock_availability","user_rating","release_date"
"RB-0249","44e4804a Cleaner","527.57",5,"3.38","Hybrid",3,"Pre-Order","3.5","2024-01-29"
"RB-0250","38dfdab0 Cleaner","751.49",2,"2.51","Dry",4,"In Stock","5.0","2022-10-31"
"RB-0251","4582064f Cleaner","714.63",5,"2.92","Hybrid",4,"Out of Stock","4.7","2020-07-31"
"RB-0252","1fe91b44 Cleaner","614.33",3,"4.82","Hybrid",2,"Pre-Order","4.0","2020-12-19"
"RB-0253","5af56d6e Cleaner","771.71",4,"2.21","Hybrid",5,"In Stock","4.5","2023-12-05"
"RB-0254","8756ef7b Cleaner","846.10",7,"2.24","Dry",3,"Pre-Order","3.5","2022-01-03"
"RB-0255","08446c6e Cleaner","851.22",6,"4.56","Dry",1,"Out of Stock","3.6","2020-09-27"
"RB-0256","8b20140f Cleaner","332.20",2,"4.34","Dry",4,"In Stock","4.3","2024-04-15"
"RB-0257","A4bbd1e9 Cleaner","924.84",3,"4.68","Dry",3,"Pre-Order","4.1","2020-11-17"
"RB-0258","7e7546f9 Cleaner","519.96",8,"2.87","Dry",1,"Out of Stock","4.7","2021-07-11"
"RB-0259","0560df68 Cleaner","716.61",1,"2.55","Dry",4,"Pre-Order","4.4","2020-12-27"
"RB-0260","Bc414e66 Cleaner","303.40",1,"4.84","Dry",4,"Pre-Order","4.7","2020-07-30"
"RB-0261","Ed27d856 Cleaner","686.04",7,"4.81","Dry",3,"Out of Stock","3.4","2022-10-04"
"RB-0262","39e40310 Cleaner","663.51",9,"4.43","Dry",4,"In Stock","4.7","2021-11-02"
"RB-0263","A394cbfa Cleaner","357.32",1,"3.97","Wet",1,"Out of Stock","3.1","2023-03-08"
"RB-0264","169a4db4 Cleaner","972.92",3,"4.88","Wet",1,"Out of Stock","3.3","2024-09-15"
"RB-0265","Cdd29fdd Cleaner","881.00",2,"3.15","Hybrid",2,"In Stock","3.3","2023-01-18"
"RB-0266","68ecf648 Cleaner","887.58",9,"3","Wet",2,"Pre-Order","3.2","2022-08-30"
"RB-0267","D234603b Cleaner","497.27",9,"4.74","Dry",4,"Pre-Order","3.6","2020-08-29"
"RB-0268","37fdf134 Cleaner","690.81",9,"3.31","Wet",2,"Out of Stock","3.8","2022-12-20"
"RB-0269","3d18cb07 Cleaner","679.98",7,"2.74","Wet",3,"Out of Stock","3.0","2020-02-16"
"RB-0270","39409533 Cleaner","296.92",7,"3.41","Dry",3,"Out of Stock","4.3","2022-12-17"
"RB-0271","94a61548 Cleaner","614.34",10,"4.14","Wet",2,"Pre-Order","3.7","2025-01-26"
"RB-0272","9872346c Cleaner","340.05",2,"4.22","Dry",2,"Out of Stock","3.9","2022-03-09"
"RB-0273","8c53f44a Cleaner","461.71",8,"3.98","Hybrid",5,"Out of Stock","3.4","2024-08-28"
"RB-0274","E73ae7fb Cleaner","540.27",5,"2.06","Hybrid",3,"Pre-Order","4.5","2021-06-21"
"RB-0275","Bf2e6cfe Cleaner","331.07",6,"3.94","Wet",3,"Pre-Order","3.8","2021-06-26"
"RB-0276","66ef26ff Cleaner","644.41",2,"4.7","Wet",4,"In Stock","4.8","2020-05-10"
"RB-0277","79e91734 Cleaner","443.53",6,"4.36","Dry",2,"Out of Stock","3.2","2024-03-20"
"RB-0278","27a98234 Cleaner","242.72",1,"3.54","Dry",2,"In Stock","3.7","2020-03-11"
"RB-0279","165a8201 Cleaner","482.42",4,"3.58","Wet",3,"Pre-Order","3.5","2024-08-03"
"RB-0280","904e4f0e Cleaner","628.51",2,"4.23","Dry",2,"Out of Stock","3.7","2022-04-09"
"RB-0281","3f7f97db Cleaner","904.98",3,"3.9","Wet",3,"Pre-Order","4.0","2020-12-05"
"RB-0282","F56e7525 Cleaner","837.25",7,"3.78","Hybrid",3,"Pre-Order","4.6","2023-03-05"
"RB-0283","1bda966e Cleaner","758.43",6,"2.77","Dry",2,"Out of Stock","3.3","2025-01-02"
"RB-0284","E536a4ae Cleaner","688.33",2,"3.23","Wet",5,"In Stock","4.2","2021-12-20"
"RB-0285","Fdaa2b03 Cleaner","675.10",5,"3.53","Hybrid",1,"In Stock","3.7","2023-07-06"
"RB-0286","7a8b3bf7 Cleaner","341.06",7,"4.62","Hybrid",5,"In Stock","4.8","2022-06-19"
"RB-0287","37d7a458 Cleaner","876.42",8,"2.85","Wet",1,"Out of Stock","4.0","2021-05-16"
"RB-0288","35629661 Cleaner","571.23",4,"4.53","Wet",1,"Pre-Order","4.1","2024-10-26"
"RB-0289","Bde26761 Cleaner","437.17",8,"4.27","Dry",2,"In Stock","3.3","2024-05-28"
"RB-0290","7b86ae35 Cleaner","226.31",2,"3.25","Wet",3,"Pre-Order","3.3","2023-08-12"
"RB-0291","7d150e6e Cleaner","890.58",2,"3.03","Dry",4,"In Stock","3.6","2024-04-17"
"RB-0292","9702b9cf Cleaner","588.65",6,"2.85","Dry",3,"Out of Stock","4.3","2020-11-25"
"RB-0293","40ed99c6 Cleaner","372.48",8,"2.38","Dry",4,"Out of Stock","3.3","2025-01-27"
"RB-0294","F3980bfc Cleaner","538.36",10,"2.61","Wet",2,"Pre-Order","4.0","2024-04-08"
"RB-0295","47091828 Cleaner","794.77",10,"4.19","Hybrid",1,"Out of Stock","4.0","2022-08-01"
"RB-0296","E52b7748 Cleaner","276.26",4,"4.83","Dry",3,"Pre-Order","3.5","2024-04-26"
"RB-0297","Ecdf655f Cleaner","741.29",2,"2.19","Wet",4,"In Stock","4.4","2025-01-15"
"RB-0298","8769917e Cleaner","612.56",8,"4.59","Dry",4,"Out of Stock","4.4","2021-01-19"
"RB-0299","Eb18632c Cleaner","733.95",10,"2.75","Dry",3,"Out of Stock","3.3","2022-08-22"
"RB-0300","81720ecf Cleaner","478.68",3,"2.64","Hybrid",2,"In Stock","3.0","2021-06-14"
"RB-0301","8e8aaa9b Cleaner","514.77",1,"4","Hybrid",2,"In Stock","4.8","2022-12-22"
"RB-0302","3c8f4c8e Cleaner","568.30",5,"4.89","Hybrid",3,"Out of Stock","3.3","2023-10-12"
"RB-0303","D9f9f886 Cleaner","646.59",4,"4.56","Hybrid",2,"Out of Stock","4.5","2024-10-20"
"RB-0304","1a43ee0e Cleaner","747.56",9,"4.39","Wet",2,"In Stock","4.3","2022-07-03"
"RB-0305","379527ee Cleaner","436.07",4,"3.21","Hybrid",2,"Pre-Order","4.8","2022-03-11"
"RB-0306","5e65756d Cleaner","451.75",1,"4.34","Dry",4,"In Stock","3.5","2021-11-18"
"RB-0307","2843343e Cleaner","402.46",8,"4.86","Wet",3,"Pre-Order","4.4","2022-05-31"
"RB-0308","1ff564da Cleaner","536.49",5,"4.2","Hybrid",4,"Pre-Order","4.7","2021-11-22"
"RB-0309","5530341e Cleaner","207.98",2,"2.26","Dry",3,"In Stock","4.1","2023-03-09"
"RB-0310","5ca1e08c Cleaner","846.66",9,"4.39","Hybrid",3,"In Stock","4.5","2021-09-26"
"RB-0311","249f98e7 Cleaner","947.28",2,"2.1","Hybrid",5,"Out of Stock","4.7","2020-02-13"
"RB-0312","19992d15 Cleaner","584.22",4,"4.1","Hybrid",4,"Pre-Order","3.5","2023-01-11"
"RB-0313","E45d7c35 Cleaner","535.82",3,"4.24","Dry",3,"Out of Stock","3.8","2021-03-29"
"RB-0314","F3a25c7c Cleaner","347.03",6,"2.99","Hybrid",2,"In Stock","3.8","2022-05-25"
"RB-0315","4167d5a7 Cleaner","265.23",2,"4.9","Dry",4,"In Stock","3.8","2020-08-16"
"RB-0316","B69bf846 Cleaner","810.65",2,"3.66","Wet",3,"Out of Stock","4.1","2024-01-24"
"RB-0317","22ce71c4 Cleaner","481.17",5,"2.53","Dry",2,"Out of Stock","4.9","2020-03-27"
"RB-0318","32309d60 Cleaner","486.23",2,"4.66","Wet",4,"Pre-Order","3.4","2020-10-28"
"RB-0319","Ecd954e1 Cleaner","244.14",1,"3.55","Wet",4,"Out of Stock","4.0","2023-12-04"
"RB-0320","04950c92 Cleaner","730.16",2,"4.95","Dry",2,"Out of Stock","4.0","2023-02-02"
"RB-0321","010edf96 Cleaner","700.67",6,"2.82","Wet",4,"In Stock","3.4","2024-04-01"
"RB-0322","6c3991ff Cleaner","744.82",6,"3.01","Wet",1,"In Stock","4.3","2022-11-25"
"RB-0323","63a9f782 Cleaner","972.13",9,"3.39","Hybrid",5,"Out of Stock","4.4","2021-05-14"
"RB-0324","0ec2c6a7 Cleaner","981.13",5,"3.54","Wet",1,"Pre-Order","4.6","2020-08-14"
"RB-0325","C8a7d431 Cleaner","933.31",8,"4.4","Dry",1,"Pre-Order","3.7","2024-04-08"
"RB-0326","A7e34d31 Cleaner","417.16",3,"4.03","Dry",4,"Pre-Order","4.3","2024-01-09"
"RB-0327","2ef5df2f Cleaner","592.13",6,"2.95","Dry",4,"Out of Stock","3.7","2024-12-09"
"RB-0328","D52fe7b2 Cleaner","573.93",6,"2.66","Dry",1,"In Stock","4.3","2023-08-11"
"RB-0329","73da4380 Cleaner","679.67",6,"2.54","Dry",1,"In Stock","4.2","2024-11-06"
"RB-0330","C22f3559 Cleaner","537.12",6,"4.21","Hybrid",4,"Out of Stock","3.1","2023-10-21"
"RB-0331","91553be9 Cleaner","352.38",4,"3.43","Wet",5,"In Stock","4.6","2023-03-19"
"RB-0332","85e593e5 Cleaner","410.15",1,"2.9","Hybrid",2,"In Stock","4.7","2021-08-08"
"RB-0333","99638ff3 Cleaner","550.86",7,"4.42","Wet",5,"Pre-Order","3.3","2024-07-07"
"RB-0334","421f41ba Cleaner","955.60",2,"2.25","Dry",3,"Pre-Order","3.9","2023-08-22"
"RB-0335","B3e416d7 Cleaner","898.51",7,"4.47","Dry",5,"Out of Stock","4.4","2022-10-10"
"RB-0336","4f4ef09c Cleaner","933.93",9,"2.8","Wet",1,"Out of Stock","3.2","2020-12-21"
"RB-0337","F1471c20 Cleaner","596.02",8,"4.24","Hybrid",3,"Out of Stock","3.2","2023-03-31"
"RB-0338","Cbea056c Cleaner","372.54",10,"3.04","Dry",4,"In Stock","3.0","2022-12-04"
"RB-0339","C01793c0 Cleaner","272.03",4,"2.26","Hybrid",2,"Out of Stock","3.1","2024-07-25"
"RB-0340","22ce8c6f Cleaner","691.51",4,"2.75","Wet",2,"In Stock","4.1","2022-02-18"
"RB-0341","A321fb57 Cleaner","546.68",9,"3.16","Wet",4,"Pre-Order","3.5","2022-02-15"
"RB-0342","Cfa3cfc0 Cleaner","692.64",2,"4.35","Dry",4,"Out of Stock","4.8","2020-04-14"
"RB-0343","Aa2e8f20 Cleaner","570.94",9,"2","Dry",3,"Out of Stock","4.6","2020-10-02"
"RB-0344","590d3bc3 Cleaner","945.31",9,"4.09","Wet",3,"Pre-Order","3.9","2024-05-12"
"RB-0345","74990659 Cleaner","460.58",9,"2.61","Hybrid",5,"In Stock","4.6","2020-02-07"
"RB-0346","E6fda90d Cleaner","290.61",8,"3.92","Wet",3,"Out of Stock","3.6","2020-12-04"
"RB-0347","D8df5c31 Cleaner","909.55",1,"3.25","Hybrid",5,"In Stock","4.3","2022-01-23"
"RB-0348","1f8e4f7b Cleaner","498.19",5,"4.94","Hybrid",4,"Pre-Order","4.6","2023-04-06"
"RB-0349","Dba15624 Cleaner","224.84",3,"2.43","Hybrid",2,"In Stock","4.0","2021-07-01"
"RB-0350","7bfb3433 Cleaner","749.29",1,"4.92","Wet",2,"In Stock","4.3","2023-03-28"
"RB-0351","E4acd658 Cleaner","285.64",10,"4.9","Hybrid",4,"In Stock","4.1","2021-07-21"
"RB-0352","F209bcf9 Cleaner","443.19",6,"2.11","Wet",5,"Pre-Order","3.4","2020-09-22"
"RB-0353","9323f6f2 Cleaner","985.20",3,"4.28","Dry",4,"Out of Stock","4.1","2022-11-27"
"RB-0354","49039534 Cleaner","387.86",1,"2.51","Hybrid",5,"Pre-Order","4.4","2024-05-13"
"RB-0355","20ddf367 Cleaner","842.40",10,"3.8","Hybrid",4,"Pre-Order","4.2","2023-10-24"
"RB-0356","508d6570 Cleaner","853.21",3,"3.34","Dry",1,"In Stock","3.7","2020-10-29"
"RB-0357","8a67fca2 Cleaner","983.38",1,"4.89","Dry",3,"In Stock","4.6","2022-04-26"
"RB-0358","955c06f5 Cleaner","399.69",7,"4.57","Dry",4,"In Stock","3.9","2024-01-24"
"RB-0359","9e7a5c35 Cleaner","476.07",9,"2.51","Hybrid",5,"In Stock","4.7","2022-10-30"
"RB-0360","1cb4bb8f Cleaner","849.17",1,"3.32","Dry",5,"In Stock","3.5","2024-03-30"
"RB-0361","Bec2c905 Cleaner","675.64",8,"4.04","Dry",5,"Out of Stock","4.2","2020-03-03"
"RB-0362","Dbd8dff0 Cleaner","652.69",8,"4.98","Hybrid",4,"Pre-Order","4.2","2021-08-18"
"RB-0363","A8f334d8 Cleaner","295.19",9,"3.93","Hybrid",2,"In Stock","4.1","2021-11-08"
"RB-0364","Cf0e1ca0 Cleaner","250.57",1,"3.01","Wet",2,"Pre-Order","4.6","2020-10-19"
"RB-0365","28c69ed4 Cleaner","553.66",6,"3.73","Hybrid",2,"Pre-Order","4.5","2022-09-10"
"RB-0366","Ab8ccbf7 Cleaner","212.39",1,"3.52","Hybrid",1,"In Stock","3.8","2020-02-10"
"RB-0367","D14caf47 Cleaner","378.21",7,"2.6","Wet",2,"Pre-Order","4.6","2021-04-20"
"RB-0368","Daea9dd3 Cleaner","289.81",4,"3.48","Wet",4,"In Stock","3.7","2024-12-13"
"RB-0369","9026969f Cleaner","480.46",2,"3.38","Wet",4,"Out of Stock","3.5","2024-05-17"
"RB-0370","B2e2a700 Cleaner","746.97",7,"3.13","Wet",1,"Out of Stock","4.5","2023-05-04"
"RB-0371","1f8241fd Cleaner","877.35",5,"2.01","Dry",1,"Pre-Order","4.1","2022-04-23"
"RB-0372","A741acbf Cleaner","571.55",1,"2.73","Dry",5,"In Stock","3.9","2022-11-12"
"RB-0373","2ada0551 Cleaner","946.57",5,"2","Wet",4,"In Stock","4.8","2021-06-14"
"RB-0374","58b94d70 Cleaner","494.77",7,"4.95","Dry",5,"In Stock","4.1","2023-04-29"
"RB-0375","E711ce39 Cleaner","868.92",6,"4.18","Wet",4,"Pre-Order","3.9","2023-10-31"
"RB-0376","883e2251 Cleaner","834.78",2,"4.92","Dry",5,"Pre-Order","3.8","2021-09-12"
"RB-0377","955c7db8 Cleaner","555.95",2,"3.97","Wet",2,"Pre-Order","4.5","2020-07-24"
"RB-0378","7a1dad16 Cleaner","373.98",9,"4.24","Wet",3,"In Stock","4.8","2020-07-04"
"RB-0379","1553bf44 Cleaner","225.94",9,"2.68","Dry",1,"Pre-Order","4.0","2020-05-09"
"RB-0380","61b1a0c6 Cleaner","653.14",7,"2.82","Dry",3,"Out of Stock","4.6","2021-07-11"
"RB-0381","978ec6a9 Cleaner","698.63",9,"2.84","Wet",4,"Pre-Order","3.1","2022-02-02"
"RB-0382","81bd2bd2 Cleaner","286.84",6,"2.6","Hybrid",5,"Pre-Order","3.6","2023-11-12"
"RB-0383","43595cd4 Cleaner","382.39",4,"2.61","Dry",1,"Out of Stock","3.2","2024-08-07"
"RB-0384","Db7d32dc Cleaner","573.89",2,"2.99","Hybrid",2,"In Stock","4.1","2021-06-17"
"RB-0385","00173168 Cleaner","660.95",3,"3.53","Wet",4,"In Stock","3.3","2021-01-21"
"RB-0386","27569e3a Cleaner","280.55",9,"3.57","Dry",5,"Pre-Order","4.8","2021-10-08"
"RB-0387","0945482d Cleaner","701.34",8,"4.11","Wet",2,"Out of Stock","3.3","2020-08-23"
"RB-0388","2cb00492 Cleaner","377.07",8,"3.49","Hybrid",3,"Pre-Order","4.0","2024-11-03"
"RB-0389","De988263 Cleaner","624.46",3,"4.59","Dry",4,"Pre-Order","3.7","2021-01-08"
"RB-0390","B2809b89 Cleaner","917.03",6,"4.68","Dry",4,"Out of Stock","4.0","2024-04-28"
"RB-0391","45605b6b Cleaner","504.14",8,"4.84","Hybrid",2,"In Stock","4.4","2024-02-04"
"RB-0392","6b602da0 Cleaner","766.93",9,"2.69","Wet",4,"In Stock","4.4","2023-10-25"
"RB-0393","F4b2e475 Cleaner","558.69",1,"3.57","Dry",4,"In Stock","3.8","2024-08-02"
"RB-0394","Aca4a00d Cleaner","530.11",1,"4.51","Dry",4,"Out of Stock","3.4","2022-04-28"
"RB-0395","Ac7ff9ae Cleaner","428.26",6,"4.63","Hybrid",4,"In Stock","4.7","2021-04-03"
"RB-0396","92977979 Cleaner","472.03",9,"3.92","Wet",3,"In Stock","4.7","2024-06-15"
"RB-0397","Bda01c5c Cleaner","231.79",3,"4.47","Wet",3,"Out of Stock","4.3","2022-08-23"
"RB-0398","C5c475ef Cleaner","746.72",4,"4.29","Hybrid",2,"In Stock","3.5","2022-04-25"
"RB-0399","742ccf11 Cleaner","402.36",4,"3.71","Wet",1,"Out of Stock","4.6","2020-02-09"
"RB-0400","5f7306b6 Cleaner","560.21",1,"3.65","Wet",5,"Pre-Order","3.1","2023-02-02"
"RB-0401","A3c76c19 Cleaner","839.18",7,"3.82","Dry",3,"Pre-Order","4.8","2023-03-17"
"RB-0402","Abf49c85 Cleaner","614.51",7,"3.4","Dry",2,"Pre-Order","3.9","2021-09-22"
"RB-0403","2960e24f Cleaner","336.57",7,"4.35","Dry",2,"Out of Stock","4.4","2020-07-10"
"RB-0404","4002830b Cleaner","275.37",5,"2.46","Dry",4,"Out of Stock","3.8","2021-05-12"
"RB-0405","995a675c Cleaner","978.07",9,"3.06","Wet",1,"Pre-Order","3.4","2024-09-30"
"RB-0406","11ffccd7 Cleaner","250.56",4,"2.9","Hybrid",3,"Out of Stock","4.8","2024-10-18"
"RB-0407","Dab258d0 Cleaner","958.14",3,"4.9","Wet",4,"Out of Stock","4.9","2020-06-03"
"RB-0408","Feb82a6f Cleaner","669.34",3,"4.59","Wet",4,"Out of Stock","3.9","2021-09-04"
"RB-0409","3f19a857 Cleaner","738.88",6,"2.7","Hybrid",4,"Pre-Order","4.5","2024-03-11"
"RB-0410","935715fe Cleaner","608.08",4,"2.25","Wet",3,"In Stock","4.4","2024-06-02"
"RB-0411","D1dadf30 Cleaner","523.38",4,"3.29","Wet",3,"Out of Stock","4.8","2023-02-01"
"RB-0412","Ad513059 Cleaner","577.00",4,"4.76","Wet",2,"In Stock","3.5","2021-03-07"
"RB-0413","Ed76a9b6 Cleaner","626.91",6,"3.88","Dry",4,"In Stock","3.2","2021-07-10"
"RB-0414","857911db Cleaner","917.74",3,"2.57","Hybrid",5,"Pre-Order","3.4","2022-09-24"
"RB-0415","5926b0a0 Cleaner","807.64",5,"3.32","Wet",2,"Pre-Order","4.7","2022-01-28"
"RB-0416","67b25cdc Cleaner","772.48",9,"2.93","Wet",3,"In Stock","4.5","2023-12-09"
"RB-0417","214e9f43 Cleaner","505.74",4,"3.34","Hybrid",4,"Pre-Order","4.6","2021-03-21"
"RB-0418","8440b7dc Cleaner","568.31",2,"2.7","Dry",5,"Pre-Order","4.7","2020-12-11"
"RB-0419","6dd57512 Cleaner","744.78",2,"4.77","Dry",3,"Pre-Order","3.5","2025-01-02"
"RB-0420","E439747e Cleaner","467.24",5,"4.87","Wet",2,"Pre-Order","3.3","2022-05-08"
"RB-0421","565ae7bb Cleaner","332.49",3,"3.03","Wet",4,"Out of Stock","4.7","2023-06-19"
"RB-0422","73fc7d8f Cleaner","403.93",6,"3.42","Wet",2,"Out of Stock","4.2","2023-06-17"
"RB-0423","A9abfb05 Cleaner","463.21",10,"3.06","Wet",1,"In Stock","3.6","2021-04-02"
"RB-0424","De14d2b5 Cleaner","939.24",9,"3","Wet",5,"Out of Stock","4.9","2024-03-29"
"RB-0425","38e17396 Cleaner","982.47",7,"2.91","Hybrid",5,"Pre-Order","4.2","2021-02-12"
"RB-0426","F36f3d4e Cleaner","207.95",1,"4.97","Wet",4,"Pre-Order","4.0","2022-11-25"
"RB-0427","9044a150 Cleaner","612.98",7,"2.17","Wet",2,"In Stock","4.0","2024-06-02"
"RB-0428","60e63e4e Cleaner","759.09",6,"2.8","Wet",2,"Out of Stock","3.6","2023-08-02"
"RB-0429","C9eef5f4 Cleaner","764.52",4,"3.44","Hybrid",2,"Out of Stock","4.8","2020-09-23"
"RB-0430","E4baafbd Cleaner","833.11",8,"3.44","Dry",2,"Out of Stock","4.9","2021-04-11"
"RB-0431","E5184c4d Cleaner","421.91",5,"4.06","Wet",3,"In Stock","3.2","2024-09-25"
"RB-0432","4c2ce30c Cleaner","493.99",1,"4.84","Wet",1,"Pre-Order","3.4","2020-03-24"
"RB-0433","9991a7ab Cleaner","990.94",6,"3.81","Wet",1,"Pre-Order","3.0","2020-06-19"
"RB-0434","B41f607b Cleaner","837.77",9,"2.93","Hybrid",2,"Out of Stock","3.9","2024-11-24"
"RB-0435","6b48e7db Cleaner","517.38",9,"3.87","Hybrid",5,"Out of Stock","3.8","2021-11-28"
"RB-0436","7c475a7f Cleaner","346.05",7,"4.84","Dry",1,"Out of Stock","4.0","2020-05-31"
"RB-0437","284f8fdb Cleaner","596.38",9,"2.78","Dry",3,"Pre-Order","4.3","2024-12-06"
"RB-0438","1f4c5f51 Cleaner","634.21",5,"3.78","Hybrid",2,"Pre-Order","4.2","2024-05-30"
"RB-0439","401aac37 Cleaner","671.26",8,"4.34","Hybrid",1,"Out of Stock","4.7","2024-04-29"
"RB-0440","Fde628d3 Cleaner","280.04",3,"4.84","Wet",1,"In Stock","3.1","2021-06-18"
"RB-0441","0a469a76 Cleaner","435.29",9,"3.88","Hybrid",4,"Out of Stock","4.7","2024-04-12"
"RB-0442","Ed759b42 Cleaner","561.10",3,"4.3","Wet",1,"In Stock","3.8","2023-11-09"
"RB-0443","800a942d Cleaner","307.57",5,"3.49","Hybrid",3,"Pre-Order","3.4","2020-09-29"
"RB-0444","F92015b7 Cleaner","529.83",10,"4.55","Wet",4,"Pre-Order","3.5","2023-10-12"
"RB-0445","Dedffe2a Cleaner","535.06",3,"4.64","Wet",3,"Pre-Order","3.3","2020-10-19"
"RB-0446","D89ab6b2 Cleaner","684.25",2,"4.12","Dry",3,"Out of Stock","4.0","2022-02-03"
"RB-0447","D1aa8185 Cleaner","521.60",4,"4.22","Wet",4,"Out of Stock","3.2","2020-09-22"
"RB-0448","E8491d8b Cleaner","672.91",6,"3.35","Dry",4,"In Stock","3.2","2025-01-06"
"RB-0449","15b61fee Cleaner","519.06",2,"4.88","Hybrid",2,"Out of Stock","3.9","2021-05-28"
"RB-0450","C8f401e7 Cleaner","843.81",9,"3.25","Hybrid",4,"Pre-Order","3.1","2022-09-06"
"RB-0451","1f81d7f2 Cleaner","399.07",6,"4.87","Wet",4,"Out of Stock","3.7","2024-09-14"
"RB-0452","932cbcf2 Cleaner","251.23",1,"3.12","Dry",4,"Out of Stock","4.0","2024-11-17"
"RB-0453","2e810653 Cleaner","276.72",4,"3.23","Hybrid",4,"In Stock","3.4","2023-10-24"
"RB-0454","Cced7192 Cleaner","375.40",8,"2.08","Hybrid",4,"Pre-Order","4.2","2020-12-31"
"RB-0455","Ca67374b Cleaner","845.78",3,"3.05","Dry",2,"Pre-Order","4.8","2022-04-23"
"RB-0456","48fd928d Cleaner","656.54",9,"2.46","Hybrid",2,"In Stock","3.6","2024-11-05"
"RB-0457","7e02d729 Cleaner","361.73",3,"4.13","Hybrid",4,"Out of Stock","4.4","2021-07-26"
"RB-0458","19ee0545 Cleaner","453.43",9,"3.77","Hybrid",1,"Pre-Order","3.7","2020-08-15"
"RB-0459","C6a32ff6 Cleaner","775.61",9,"4.11","Hybrid",2,"Pre-Order","4.6","2023-07-25"
"RB-0460","61c989de Cleaner","244.56",3,"3.95","Wet",3,"Out of Stock","4.7","2022-08-08"
"RB-0461","Ad22b847 Cleaner","880.46",7,"3.31","Hybrid",4,"In Stock","3.0","2024-07-12"
"RB-0462","264526eb Cleaner","480.27",8,"3.03","Hybrid",3,"Out of Stock","4.6","2020-08-16"
"RB-0463","93c60ca8 Cleaner","377.48",5,"4.19","Hybrid",1,"Pre-Order","3.0","2024-07-17"
"RB-0464","46445bc0 Cleaner","326.55",5,"3.11","Dry",3,"Out of Stock","4.2","2023-03-27"
"RB-0465","53ed4c00 Cleaner","824.71",6,"4.81","Hybrid",2,"In Stock","3.9","2024-11-14"
"RB-0466","Dd0fe70f Cleaner","348.54",6,"3.28","Dry",3,"Out of Stock","4.4","2021-06-14"
"RB-0467","Fbebbe63 Cleaner","814.58",9,"4.85","Wet",1,"In Stock","3.5","2021-11-03"
"RB-0468","83b3d378 Cleaner","858.98",2,"3.68","Hybrid",2,"Pre-Order","4.1","2023-05-07"
"RB-0469","08893c29 Cleaner","971.16",6,"4.12","Dry",3,"In Stock","4.9","2022-12-23"
"RB-0470","Be0754f6 Cleaner","965.49",7,"3.36","Hybrid",1,"In Stock","3.6","2022-07-17"
"RB-0471","73fadd11 Cleaner","619.44",9,"3.99","Dry",1,"In Stock","4.5","2021-02-25"
"RB-0472","Fa0f643b Cleaner","423.67",9,"3.57","Wet",3,"Out of Stock","3.7","2023-03-10"
"RB-0473","2c8b9a00 Cleaner","535.60",7,"2.49","Dry",1,"In Stock","4.2","2020-04-08"
"RB-0474","26c79157 Cleaner","395.67",5,"3.59","Dry",3,"Pre-Order","3.6","2020-02-19"
"RB-0475","Abe2c376 Cleaner","256.60",9,"2.42","Hybrid",5,"In Stock","4.6","2024-12-19"
"RB-0476","7d907e43 Cleaner","565.55",8,"2.22","Hybrid",2,"Out of Stock","4.2","2020-02-07"
"RB-0477","C5e78db2 Cleaner","404.22",8,"3.77","Hybrid",4,"Pre-Order","4.3","2020-05-10"
"RB-0478","D6ddd197 Cleaner","834.58",6,"3.27","Dry",2,"Out of Stock","3.8","2023-06-06"
"RB-0479","3539dc73 Cleaner","902.22",3,"4.27","Dry",2,"Pre-Order","4.7","2024-05-17"
"RB-0480","B9233a06 Cleaner","929.89",3,"2.92","Hybrid",2,"Out of Stock","3.6","2025-01-12"
"RB-0481","611a3918 Cleaner","997.33",7,"2.17","Dry",5,"Out of Stock","3.3","2024-10-05"
"RB-0482","8fe4e0c6 Cleaner","994.57",5,"2.41","Dry",3,"Out of Stock","3.0","2023-12-06"
"RB-0483","096dd690 Cleaner","270.32",4,"3.42","Wet",3,"Out of Stock","3.2","2021-07-12"
"RB-0484","Faae61b7 Cleaner","379.73",9,"4.76","Hybrid",3,"Out of Stock","4.9","2023-02-08"
"RB-0485","22ba9a88 Cleaner","996.80",2,"2.84","Hybrid",1,"In Stock","3.6","2020-05-12"
"RB-0486","6769409a Cleaner","541.18",6,"2.64","Hybrid",4,"In Stock","3.0","2022-04-19"
"RB-0487","81eb764a Cleaner","603.12",7,"4.26","Wet",1,"Out of Stock","4.6","2023-10-09"
"RB-0488","Fbc69ef6 Cleaner","473.31",7,"4.56","Hybrid",4,"Pre-Order","3.0","2024-08-26"
"RB-0489","E8fb033c Cleaner","549.77",6,"3.33","Dry",2,"Out of Stock","4.1","2024-05-15"
"RB-0490","601ae525 Cleaner","237.90",7,"3.04","Wet",4,"Out of Stock","4.4","2020-06-02"
"RB-0491","689e9778 Cleaner","208.37",3,"4.67","Hybrid",2,"Pre-Order","4.7","2021-08-20"
"RB-0492","C2aa104b Cleaner","729.61",7,"2.94","Hybrid",3,"Pre-Order","4.5","2022-05-21"
"RB-0493","E399f4f6 Cleaner","636.64",7,"3.65","Wet",4,"Out of Stock","5.0","2020-07-10"
"RB-0494","892559dc Cleaner","964.46",3,"2.83","Wet",5,"In Stock","4.3","2023-11-21"
"RB-0495","59b70d81 Cleaner","865.70",5,"2.63","Hybrid",4,"In Stock","3.6","2021-03-26"
"RB-0496","61b07413 Cleaner","991.58",3,"3.97","Dry",5,"Out of Stock","3.9","2022-06-10"
